"logposterior","loglikelihood","logprior"
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
-4.37736660028008395e+05,-4.37695000389225199e+05,-4.16596387832220998e+01
