"logposterior","loglikelihood","logprior"
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
-4.37736817538493138e+05,-4.37695157868844573e+05,-4.16596696485762692e+01
